id,act_arq,lang_cobol,db_elastic,db_firestore,ben_loan,cert_gweb,cert_itilint,ben_flexhours,lang_python,remote,db_firebasert,cert_pmp,experience,ben_gym,dsc_rapidminer,act_bi,act_dba,ben_housing,cert_testing1,act_infosec,lang_csharp,ben_gas,ben_car,profile,front_xamarin,db_sap,cert_itilpra,act_dir,act_req,cert_sixsigma,db_neo4j,ben_edu,infra_chef,gender,infra_vmware,db_cassandra,db_cosmos,dsc_sas,lang_perl,act_test,ben_lifeins,cert_sap,cert_linux,db_mysql,ben_bonus,ben_healthminor,age,cert_java,lang_delphi,db_oracle,lang_clang,seniority,db_dynamo,lang_php,dsc_h2o,lang_scala,infra_ansible,dsc_alteryx,cert_android,lang_rust,act_prog,infra_oshift,act_soporte,cert_awsdev,cert_infosec,cert_entarch,dsc_watson,ben_homeoffice,lang_vbnet,ben_healthmajor,ben_family,act_spi,edutype,dsc_knime,act_doc,dsc_tf,ben_cafeteria,infra_docker,act_techsales,cert_oracle,act_pm,cert_testing2,infra_ostack,cert_ba,db_pgsql,infra_puppet,act_cons,infra_terraform,english_num,ben_vouchers,cert_gcloudarch,lang_elixir,act_cap,cert_awsarch,act_erp,lang_go,orgtype,cert_cisco,cert_scrum,db_DB2,cert_cgeit,lang_bash,dsc_azureml,dsc_domino,emptype,lang_plsql,lang_groovy,act_front,lang_java,lang_ruby,act_uxd,cert_agile,cert_cobit,lang_swift,act_techwrite,lang_js,dsc_dataiku,cert_gdata,front_angular,lang_kotlin,db_sqlserver,act_ventas,ben_parking,education,front_react,ben_equity,db_redis,cert_msexp,ben_cellphone,infra_k8s,cert_msass,front_vue,db_mongoDB,salarymx_range
3084,,,,,,,,Y,,N,,,5,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,25,,,,,4,,,,,,,,,,,,,,,,Y,,,,,escuela,,,,,,Y,,,,,,,,,,2,,,,,,,,startup,,,,,,,,hibrido,,,,,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(10000, 20000]"
3085,,,,,,,,,,N,,,12,,,,,,,,,,,godin,,,,,Y,Y,,,,hombre,,,,,,,,,,,,,38,,,,,2,,,,,,,,,,,,,,,,,,,,,escuela,,,,,,,,Y,,,,,,,,1,,,,Y,,,,itservices,,Y,,,,,,hibrido,,,,,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(60000, 70000]"
3086,Y,,,,,,,Y,,Y,,,5,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,,26,,,,,3,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,5,Y,,,,,,,itservices,,,,,,,,nomina,,,Y,,,,,,,,,,Y,,,,Y,,universidad,Y,Y,,,,,,,,"(80000, 90000]"
3087,Y,,,,Y,,,Y,,Y,,,15,Y,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,Y,37,Y,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,Y,Y,,,,,,,,,,Y,3,Y,,,,,,,isv,,,,,,,,nomina,,,,,,,,,,,,,,,,,,Y,tecnica,,Y,,,,Y,,,,"(60000, 70000]"
3088,,,,,Y,,,,,N,,,22,,,,,,,,,,,godin,,,,Y,,,,Y,,hombre,,,,,,,Y,,,,,Y,45,,,,,2,,,,,,,,,,,,,,,,Y,,,Y,,online,,,,,,,,,,,,,,,,4,,,,,,,,corp,,,,,,,,nomina,,,Y,,,Y,,,,,,,,,,,,Y,pasante,Y,,,,,,,Y,,"(40000, 50000]"
3089,,,,,Y,,,Y,,Y,,,15,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,Y,32,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,trabajo,,,,,,,,,,,,,,,Y,4,Y,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(70000, 80000]"
3090,,,,,,,,,,N,,,3,,,,Y,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,Y,,26,,,,,3,,,,,,,,,Y,,,,,,,,,Y,,,escuela,,,,,,,,,,,,,,,,2,,,,,,,,uni,,,,,,,,nomina,,,Y,Y,,,,,,,Y,,,Y,,Y,,,universidad,,,,,,,,,,"(0, 10000]"
3091,,,,,,,,Y,,N,,,20,,,,,,,,,,,independiente,,,,,,,,,,hombre,,,,,,,,,,,,,48,,,,,8,,,,,,,,,,,,,,,,,,,,,autodidacta,,,,,,Y,,,,,,,,,,2,,,,,,,,freelance,,,,,,,,freelance,,,Y,,,,,,,,,,,,,,,,pasante,,,,,,,,,,"(10000, 20000]"
3092,,Y,,,,,,,,Y,,,13,,,,Y,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,Y,,,,,Y,38,,,,,1,,,,,,,,,Y,,,,,,,Y,,Y,,,trabajo,,,,,,,,,,,,,,,,3,Y,,,,,,,itservices,,,Y,,,,,nomina,,,,,,,,,,,,,,,,,,Y,universidad,,,,,,,,,,"(30000, 40000]"
3093,,,,,,,,Y,,Y,,,3,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,,22,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,online,,,,,,,,,,,,,,,,3,,,,,,,,itservices,,,,,,,,nomina,,,Y,,,,,,,,,,,,,,,,pasante,Y,,,,,,,Y,,"(40000, 50000]"
3094,,,,,,,,Y,,N,,,1,,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,Y,,,,,,Y,21,,,,,6,,,,,,,,,,,,,,,,,,,,,escuela,,,,Y,,,,Y,,,,,,,,1,,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,Y,,,,,,,,,pasante,,,,,,,,,,"(0, 10000]"
3095,,,,,,,,Y,,N,,,6,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,Y,27,,,,,2,,,,,,,,,Y,,,,,,,Y,,Y,,,autodidacta,,Y,,Y,,,,,,,,,,,,2,,,,,,,Y,uni,,,,,,,,nomina,Y,,Y,,,,,,,,Y,,,,,,,,universidad,Y,Y,,,,,,Y,,"(50000, 60000]"
3096,,,,,Y,,,Y,,N,,,5,Y,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,Y,,27,,,,,2,,,,,,,,,,,,,,,,Y,,Y,,,autodidacta,,,Y,,,,,,,,,,,,,5,,,,,,,,corp,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,maestria,,,,,,,,,,"(30000, 40000]"
3097,Y,,,,Y,,,Y,,Y,,,5,,,,,,,,,,,godin,,,,,,,,Y,,hombre,,,,,,,Y,,,,,,30,,,,,1,,,,Y,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,Y,,,,,,,,,,,,4,Y,,,,,,,itservices,,,,,,,,nomina,,,,Y,,,,,,,,,,,Y,,,Y,maestria,,,,,,,,,,"(90000, 100000]"
3098,,,,,,,,Y,,N,,,2,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,,24,,,,,0,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,2,,,,,,,,startup,,,,,,,,nomina,,,Y,,,,,,,,,,,,,,,,pasante,Y,,,,,,,,,"(40000, 50000]"
3099,,,,,,,,,,N,,,28,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,Y,,,,,,,49,,,,,1,,,,,,,,,,,,,,,,,,,Y,,trabajo,,,,,,,,,,,,,,,,3,,,,,,,,uni,,,,,,,,honorarios,,,Y,,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(20000, 30000]"
3100,,,,,Y,,,Y,Y,Y,,,1,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,Y,23,,,,,1,,Y,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,Y,,,,,,,,,,,,4,Y,,,,,,,itservices,,,,,,,,nomina,,,Y,,,,,,,,Y,,,,,,,,pasante,Y,,,,,,,,,"(30000, 40000]"
3101,,,,,,,,Y,,Y,,,3,Y,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,,,,,,Y,,36,,,,,2,,,,,,,,,Y,,,,,,,Y,,,,,escuela,,,,Y,,,,,,,,,,,,2,Y,,,,,,,startup,,,,,,,,nomina,,,Y,,Y,,,,,,,,,Y,,,,,universidad,Y,,,,,,,,,"(40000, 50000]"
3102,,,,,,,,,Y,Y,,,11,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,Y,,,,,,,34,,,,,2,,,,,,,,,Y,,,,,,,,,,,,escuela,,,,,,,,,,,,,,,,3,,,,,,,Y,itservices,,,,,,,,honorarios,,,Y,Y,,,,,,,,,,,,,,,universidad,Y,,,,,,,,,"(70000, 80000]"
3103,,,,,Y,,,Y,,N,,,15,,,,Y,,,,,,,godin,Y,,,,,,,,,hombre,,,,,,,,,,Y,Y,Y,38,,,Y,,5,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,1,Y,,,,,,,itservices,,,,,,,,hibrido,Y,,Y,Y,,,,,,,Y,,,Y,,,,,pasante,,,,,,,,,Y,"(50000, 60000]"
3104,Y,,,,Y,,,Y,,Y,,,5,Y,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,Y,,,,,,27,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,4,Y,,,,,,,itservices,,,,,,,,nomina,,,Y,,,,,Y,,,,,,,,,,,universidad,Y,,,,,,Y,,,"(80000, 90000]"
3105,,,,,,,,,,N,,,10,,,,,,,,,,,estudiante,,,,,,,,,,hombre,,,,,,,,,,,,,38,,,,,10,,,,,,,,,,,Y,,,,,,,,,,escuela,,,,,,,,,,,,,,,,1,,,,,,Y,,freelance,,,,,,,,freelance,,,,,,,,,,,,,,,,,,,prepa,,,,,,,,,,"(0, 10000]"
3106,Y,,,,,,,,,N,,Y,20,,,,,,,,,,,directivo,,,,,,,,,,hombre,,,,,,,,,,,,,44,Y,,,,20,,,,,,,,,,,,,,,,,,,,,trabajo,,,,,,,,Y,,,,,,Y,,3,,,,,,,,itservices,,,,,,,,emprendedor,,,,,,,,,,,,,,,,,,,maestria,,Y,,,,,,,,"(90000, 100000]"
3107,,,,,,,,,,N,,,10,,,,,,,,,,,godin,,,,,Y,,,,,mujer,,,,,,,Y,,,,,Y,36,Y,,,,5,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,2,,,,,,,,itservices,,,,,,,,hibrido,Y,,Y,Y,,,,,,,Y,,,,,,,,universidad,,,,,,,,,,"(30000, 40000]"
3108,Y,,,,,,,Y,,Y,,,28,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,Y,,,,,,46,,,,,2,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,5,,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,Y,,,,,,,,,pasante,,,,,,,,,,
3109,Y,,,,,,,Y,,Y,,,28,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,,46,,,,,2,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,5,,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,Y,,,,,,,,,pasante,,,,,,,,,,"(80000, 90000]"
3110,,,,,,,,,,N,,,1,,,,,,,,,,,estudiante,,,,,,,,,,mujer,,,,,,,,,,,,,23,,,,,0,,Y,,,,,,,Y,,Y,,,,,,,,,,escuela,,,,,,,,,,,,,,,,1,,,,,,,,corp,,,,,,,,becario,,,Y,,,,,,,,,,,,,,,,pasante,,,,,,,,,,"(0, 10000]"
3111,,,,,,,,,Y,Y,,,18,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,Y,,41,,,,,2,,,,,,,,,Y,,,,,,,,,,,,escuela,,,,,,,,Y,,,,,,,,3,,,,,,,,itservices,,,,,,,,honorarios,,,,Y,,,,,,Y,,,,,,,,,universidad,,,,,,,,,,"(50000, 60000]"
3112,,,,,,,,Y,,Y,,,11,,,,,,,,,,,godin,,,,,Y,,,Y,,hombre,,,,,,,Y,,,,Y,Y,31,,,,Y,6,,,,,,,,,Y,,,,,,,Y,,Y,Y,,escuela,,,,Y,,,,,,,,,,,,4,Y,,,,,,,corp,,,,,,,,nomina,,,,,,,,,,Y,,,,,,,,Y,universidad,,,,,,,,,,"(40000, 50000]"
3113,,,,,Y,,,,,N,,,4,,,,Y,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,,,,Y,,,30,,,,,3,,Y,,,,,,,Y,,,,,,,Y,,,,,escuela,,,,,,,,,,,,,,,,1,Y,,,,,,,corp,,,,,,,,nomina,,,,,,,,,,,Y,,,,,Y,,,maestria,,,,,,,,,Y,"(20000, 30000]"
3114,,,,,Y,,,Y,,Y,,,4,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,Y,,Y,,27,,,,,1,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,Y,,,,,Y,,,,,,3,Y,,,,,,Y,itservices,,,,,,,,nomina,,,Y,,,,,,,,Y,,,,,,,,universidad,Y,Y,,,,Y,,,,"(50000, 60000]"
3115,,,,,,,,,,N,,,4,,,,,,,,,,,godin,,,,,Y,,,,,mujer,,,,,,,,,,,,Y,34,,,,,1,,,,,,,,,Y,,,,,,,,,,,,trabajo,,,,,,,,,,,,,,,,2,,,,,,,,itservices,,,,,,,,nomina,,,Y,Y,,,,,,,Y,,,,,,,,universidad,Y,,,,,,,,,"(30000, 40000]"
3116,,,,,,,,,,N,,,5,Y,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,,28,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,autodidacta,,,,,,,,,,,,,,,,2,,,,,,,,isv,,,,,,,,nomina,,,Y,,,,,,,,,,,,,,,,universidad,Y,,,,,,,,,"(40000, 50000]"
3117,Y,,,,Y,,,,,Y,,,10,Y,,,,,,,Y,,,godin,Y,,,,,,,,,hombre,,,,,,,Y,,,,Y,Y,32,,,,,0,,,,,,,,,Y,,,,,,,Y,,Y,,,autodidacta,,,,,,,,,,,,,,,,2,Y,,,,,,,isv,,,,,,,,nomina,Y,,Y,,,,,,,,Y,,,,,,,,pasante,,Y,,Y,,,,Y,,"(110000, 120000]"
3118,Y,,,,,,,,,Y,,,5,,,,,,,,,,,godin,,,,Y,,,,,,hombre,,,,,,,,,Y,,,Y,29,,,,,3,,,,,,,,,Y,,,,,,,Y,,,,,trabajo,,,,,,,,,,,,,,,,2,,,,,,,,startup,,,,,,,,hibrido,,,,,,,,,,,,,,,,,,,universidad,,Y,,,,,,,,"(10000, 20000]"
3119,,,,,,,,,,Y,,,4,,,,,,,,,,,godin,,,,,,,,Y,,mujer,,,,,,,Y,,,,,Y,24,,,,,0,,,,,,,,,,,,,,,,,,Y,,Y,online,,,,,,,,Y,,,,,,,,4,Y,,,Y,,,,isv,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,pasante,,,,,,,,,,"(30000, 40000]"
3120,,,,,,,,,,N,,,3,,,,,,,,Y,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,26,,,,,2,,,,,,,,,Y,,,,,,,Y,,,,,escuela,,,,,,,,,,,,,,,,1,,,,,,,,isv,,,,,,,,nomina,Y,,Y,,,,,,,Y,,,,,,,,,universidad,,,,,,,,,,"(20000, 30000]"
3121,Y,,,,Y,,,Y,,N,,,1,Y,,,,,,,,,,godin,,,,,,,,Y,,hombre,,,,,,,Y,,,,Y,,23,,,,,1,,,,,,,,,Y,,,Y,,,,Y,,Y,,,online,,,,Y,Y,,,,,,,,,,,3,,,,,,,,corp,,,,,,,,nomina,,Y,,Y,,,Y,,,,,,,,,,,Y,universidad,,,,,Y,,,,,"(20000, 30000]"
3122,,,,,,,,,,Y,,,4,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,Y,Y,28,,,,,0,,,,,,,,,Y,,,,,,,Y,,,,,autodidacta,,,,,,,,,,,,,,,,2,,,,,,,Y,startup,,,,,,,,nomina,,,,,,,,,,,Y,,,,,,,,pasante,,,,,,,,,,"(30000, 40000]"
3123,,,,,,,,Y,,Y,,,5,Y,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,Y,,,,,,Y,28,,,,,1,,Y,,,,,,,Y,,,,,,,Y,,Y,Y,,escuela,,,,,,,,,,,,,,,,2,Y,,,,,,,itservices,,,,,,,,nomina,,,Y,,,,,,,,Y,,,Y,,,,,universidad,Y,,,,,,,,,"(40000, 50000]"
3124,,,,,,,,,,N,,,1,,,,,,,,,,,estudiante,,,,,,,,,,hombre,,,,,,,,,,,,Y,23,,,,,1,,,,,,,,,Y,,,,,,,,,,,,escuela,,,,,,,,,,,,,,,,2,Y,,,,,,,itservices,,,,,,,,becario,,,Y,Y,,,,,,,Y,,,,,,,,pasante,Y,,,,,,,Y,,"(0, 10000]"
3125,Y,,,,,,,,,N,,,15,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,Y,,,,,,36,,,,,6,,,,,,,,,Y,,,,,,,,,Y,,,escuela,,,,,,,,,,,,,,,,3,,,,,,,,itservices,,,,,,,,nomina,Y,,,Y,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(30000, 40000]"
3126,,,,,Y,,,Y,Y,Y,,,10,,,,Y,,,,,,,godin,,,,,,,,,,nb,,,,,,,Y,,,Y,,,33,,,Y,,9,,,,,,,,,Y,,,,,,,Y,,Y,,,trabajo,,,,,,,,,,,,Y,,,,4,Y,,,,,,,itservices,,,,,,,,nomina,,,,Y,,,,,,,Y,,,,,,,,posgrado,,,,,,,,,,"(90000, 100000]"
3127,,,,,Y,,,,Y,Y,,,5,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,Y,,29,,,,,0,,Y,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,2,Y,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,Y,Y,,,,,,,,maestria,,,,,,,,,,"(40000, 50000]"
3128,,,,,Y,,,Y,,Y,,,2,,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,Y,,,,,,Y,24,,,,,2,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,Y,,,,,,,,,,,,3,Y,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,,,,,,,,Y,universidad,,,,,,,,,,"(20000, 30000]"
3129,Y,,,,,,,,,Y,,,14,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,Y,40,,,,,5,,,,,,,,,,,,,,,,Y,,Y,,Y,trabajo,,,,,,,,Y,,,,,,,,3,,,,,,,,itservices,,Y,,,,,,nomina,,,,,,,,,,,,,,,,,,Y,posgrado,,,,,,,,,,"(40000, 50000]"
3130,Y,,,,,,,Y,,N,Y,,8,,,,Y,,,,,,,emprendedor,,,,,,,,,,hombre,,,,,,,Y,,,,Y,Y,28,,,,,4,,,,,,,,,,,,,,,,Y,,Y,,Y,escuela,,,,,,,,,,,,Y,,,,3,Y,,,,,,,itservices,,,,,,,,emprendedor,,,,,,,,,,,,,,,,Y,,,universidad,,Y,,,,,,,,"(90000, 100000]"
3131,,,,,,,,Y,,Y,,,5,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,Y,Y,30,,,,,3,,,,,Y,,,,,,Y,,,,,Y,,Y,,,autodidacta,,,,,Y,,,,,,,,Y,,,3,Y,,,,,,,isv,,,,,,,,nomina,,,,,,,,,,,,,,,,,,Y,tecnica,,,,,Y,,,,,"(30000, 40000]"
3132,,,,,Y,,,,,Y,,,5,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,Y,27,Y,,,,1,,,,,,,,,Y,,,,,,,Y,,Y,,,online,,,,,,,,,,,,,,,,3,Y,,,,,,,itservices,,,,,,,,nomina,,,,Y,,,,,,,Y,,,,,,,Y,universidad,,,,,,,,,,"(40000, 50000]"
3133,,,,,,,,Y,,N,,,2,,,,,,,,Y,,,godin,,,,,Y,,,,,hombre,,,,,,,Y,,,,,Y,24,,,,,1,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,3,,,,,,,,itservices,,,,,,,,hibrido,,,Y,,,,,,,,Y,,,,,,,,universidad,,,,,,,,,,"(10000, 20000]"
3134,,,,,Y,,,,,N,,,5,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,Y,,,,,Y,28,Y,,,,1,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,2,Y,,,,,,,corp,,,,,Y,,,nomina,,,Y,Y,,,,,,,,,,Y,,,,,universidad,,,,,,,,,,"(30000, 40000]"
3135,,,,,Y,,,,,N,,,10,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,,36,,,,,9,,,,,,,,,,,Y,,,,,,,Y,,,escuela,,,,,,,,,,,,,,,,1,Y,,,,,,,corp,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(30000, 40000]"
3136,Y,,,,Y,,,,,N,,,14,Y,,,,,,,Y,,Y,emprendedor,Y,,,,,,,,,hombre,,,,,,,,,,,,,34,,,,,6,,Y,,,,,,,Y,,,,,,,Y,Y,,,,autodidacta,,,,,,,,,,,,,,,,2,,,,,,,,startup,,,,,,,,emprendedor,,,Y,,,,,,,,,,,,,,,,maestria,,Y,,,Y,,Y,,,"(140000, 150000]"
3137,,,,,,,,Y,,Y,,,7,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,Y,Y,27,Y,,,,1,,,,,,,,,Y,,,,,,,Y,,Y,Y,,escuela,,,,,,,,,,,,,,,,3,,,,,,,Y,itservices,,,,,,,,nomina,,,,Y,,,,,,,,,,,,,,,maestria,,,,,,,,,,"(80000, 90000]"
3138,,,,,,,,Y,,Y,,,2,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,,25,,,,,1,,,,,,,,,Y,,,,,,,Y,Y,Y,,,trabajo,,,,,,,,,,,,,,,,3,,,,,,,,itservices,,,,,Y,,,nomina,,,Y,,,Y,,,,,Y,,,,,,,,universidad,Y,,,,,,,,,"(30000, 40000]"
3139,,,,,Y,,,,,Y,,,12,Y,,Y,,,,,,,,godin,,,,Y,Y,,,,,hombre,,,,,,,,,,,,,38,,,,,12,,,,,,,,,,,,,,,,,,Y,,,escuela,,,,,,,,,,,,,,,,3,Y,,,,,,,corp,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,maestria,,,,,,,,,,"(50000, 60000]"
3140,,,,,,,,Y,,N,,,2,,,,,,,,Y,,,godin,Y,,,,,,,Y,,mujer,,,,,,Y,Y,,,,,Y,25,,,,,1,,Y,,,,,,,Y,,,,,,,Y,,Y,Y,,autodidacta,,,,,,,,,,,,,,,,4,Y,,,,,,,isv,,,,,,,,nomina,,,Y,Y,,,,,,,,,,,,,,Y,tecnica,,,,,,,,Y,,"(30000, 40000]"
3141,Y,,,,,,,,,Y,,,19,,,,,,,,,Y,,directivo,,,,Y,,,,,,hombre,,,,,,,,,,,,,44,,,,,3,,,,,,,,,,,,,,,,Y,,Y,,Y,escuela,,,,,,,,,,,,,,,,4,,,,,,,,corp,,Y,,,,,,nomina,,,,,,,Y,,,,,,,,,,,Y,universidad,,,,,,,,,,"(80000, 90000]"
3142,,,,,,,,,,N,,,7,,,,,,,,Y,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,Y,,29,,,,,1,,,,,,,,,Y,,,Y,,,,,,Y,,,trabajo,,,,,,,,,,,,,,,,2,Y,,,,,,Y,corp,,,,,,,,nomina,,,,,,,,,,,Y,,,,,,,,universidad,,,,,,,Y,,,"(40000, 50000]"
3143,,,,,,,,Y,,N,,,7,,,,,,,,Y,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,31,,,,,1,,,,,,,,,Y,,,,,,,Y,Y,,,,escuela,,,,,,,,,,,,,,,,1,,,,,,,,itservices,,,,,,,,hibrido,,,Y,,,,,,,,Y,,,Y,,,,,universidad,,,,,,,,,,"(30000, 40000]"
3144,Y,,,,Y,,,Y,,N,,,30,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,,,,,,,50,Y,,,,3,,,,,,,,,,,,,,,,Y,,Y,,,autodidacta,,,,,,,Y,,,,,,,,,4,Y,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,,,,,,,,Y,universidad,,,,,,,,,,"(50000, 60000]"
3145,Y,,,,Y,,,Y,,Y,,,4,Y,,,,,,,,,,godin,,,,,,,,Y,,hombre,,,,,,,Y,,,,Y,Y,26,,,,,1,,,,,Y,,,,,,,,,,,Y,,Y,,,online,,,,Y,,,,,,Y,,,,,Y,3,,,,Y,Y,,,corp,,,,,,,,nomina,,,,,,,,,,,,,,,,,,Y,universidad,,,,,Y,,Y,,,"(40000, 50000]"
3146,Y,,,,,,,,,N,,,25,,,,Y,,,,,Y,Y,independiente,,,,,,,,,,hombre,,,,,,,,,,,,,48,,,,,25,,,,,,,,,,,,,,,,Y,,,,,trabajo,,,,,,,,,,,,,,,,3,,,,,,Y,,itservices,,,,,,,,emprendedor,,,,,,,,,,,,,,,,Y,,,maestria,,,,,Y,,,,,"(40000, 50000]"
3147,Y,,,,,,,Y,,N,,,2,Y,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,Y,,28,,,,,2,,,,,,,,,,,Y,,,,,Y,,Y,,,trabajo,,,,,,,,,,,,,,,,2,,,,,,,,itservices,,,,,,,,honorarios,,,,,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(20000, 30000]"
3148,,,,,Y,,,,,N,,,4,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,Y,,,,,,,28,,,,,2,,,,,,,,,,,,Y,,,,,,Y,,,autodidacta,,,,,,,,,,,,,,,,2,Y,,,,,,,itservices,,,,,,,,nomina,,,Y,,,,Y,,,,,,,Y,,,,,pasante,Y,,,,,,,,,"(30000, 40000]"
3149,,,,,,,,,,N,,,9,,,,Y,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,,,,Y,Y,Y,32,,,,,9,,,,,,,,,Y,,,,,,,,,,,,escuela,,,,,,,,,,,,Y,,,,1,Y,,,,,,,itservices,,,,,,,,nomina,,,,Y,,,,,,,,,,,,Y,,,universidad,,,,,,,,,,"(20000, 30000]"
3150,Y,,,,,,,Y,,Y,,,13,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,Y,,35,Y,,,,6,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,4,,,,,,,,itservices,,,,,,,,nomina,,,Y,,,,,,,,,,,Y,,,,Y,universidad,Y,,,,,,,,,"(100000, 110000]"
3151,,,,,Y,,,Y,,Y,,,7,,,,,,,,Y,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,Y,31,,,,,1,,,,,,,,,Y,,,,,,,Y,Y,Y,,,trabajo,,,,,,,,,,,,,,,,4,Y,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,,,Y,,,,,,pasante,,,,,,,,,,"(110000, 120000]"
3152,,,,,Y,,,Y,,Y,,,7,,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,,,,,,,Y,28,,,,,0,,Y,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,2,,,,,,,,itservices,,,,,,,,honorarios,,,Y,,,,,,,,Y,,,,,,,,universidad,,,,,,,,,,"(30000, 40000]"
